"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SL1344_3403",3198.25060140139,-2.42257388130828,0.227330790323835,-10.6566025563774,1.62422801159982e-26,3.92860150305707e-25
"SL1344_1554",449.458070376152,3.34088060974344,0.314063339020502,10.6376013837303,1.99191105823318e-26,4.79488255213929e-25
"SL1344_2779",744.949605230158,3.61997722964003,0.340593522736123,10.6284382643549,2.19761633466746e-26,5.26486084748189e-25
"SL1344_3709",359.254721796484,-2.37597143457015,0.223567197241672,-10.6275494074462,2.21865746792723e-26,5.27715308015883e-25
"SL1344_3381",3540.90581853957,-2.91313284349627,0.274119577116616,-10.6272338303549,2.22617578965725e-26,5.27715308015883e-25
"SL1344_1677",573.876753212234,2.63452728165105,0.24791123360009,10.6268975527783,2.23421507865997e-26,5.27715308015883e-25
"SL1344_4091",5932.65375253609,-2.19537590631635,0.208048751056669,-10.5522186274426,4.96115430061608e-26,1.16633491992521e-24
"SL1344_3710",442.223699283249,-2.4992517833761,0.237563932383676,-10.5203334458183,6.96267351234976e-26,1.62926560188984e-24
"SL1344_1759",873.887182179979,2.11402774248977,0.201476694956119,10.4926663748887,9.33560188480723e-26,2.17441727233635e-24
"SL1344_3595",181.300853033575,3.47353851407115,0.331270537460669,10.485503904746,1.00707378499337e-25,2.33483327755835e-24
"SL1344_ncRNA_46",192208.951494449,2.83760281711677,0.270711198955583,10.4820296613675,1.04477093471246e-25,2.40011076371616e-24
"SraC",192208.951494449,2.83760281711677,0.270711198955583,10.4820296613675,1.04477093471246e-25,2.40011076371616e-24
